Price,Rating,graphic_card,Company,touchscreen,Gen_type,Ram_in_gb,Disk_drive,Processor_Name,processor_type,Operating_System
78999,4.204958677685946,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
39999,3.9,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
76300,4.204958677685946,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
27490,3.3,No,Asus,No,Not Mentioned,4,HDD,AMD,Athlon,Windows 10
72990,3.3,No,Dell,No,10,8,Both,Intel,i5,Windows 10
58999,4.204958677685946,Yes,Lenovo,No,7,4,HDD,Intel,i5,Windows 10
60500,4.3,Yes,Dell,No,8,8,Both,Intel,i5,Windows 10
56000,4.3,No,HP,No,10,8,SSD,Intel,i5,Windows 10
32999,3.4,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
74990,3.3,Yes,HP,No,8,8,Both,Intel,i5,Windows 10
31999,3.3,No,Lenovo,No,10,4,HDD,Intel,i3,DOS
128999,4.0,No,Lenovo,Yes,8,8,SSD,Intel,i7,Windows 10
53990,4.204958677685946,No,HP,No,10,8,HDD,Intel,i5,Windows 10
85999,4.3,Yes,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
44599,4.1,No,HP,No,7,4,HDD,Intel,i5,Windows 10
77000,4.204958677685946,No,AGB,No,7,16,Both,Intel,i7,Windows 10
92999,4.204958677685946,Yes,AGB,No,7,32,Both,Intel,i7,Windows 10
55000,4.204958677685946,Yes,Lenovo,No,6,4,HDD,Intel,i5,Windows 10
24000,4.204958677685946,No,Dell,No,4,16,HDD,Intel,Pentium,Windows 8
82000,4.204958677685946,Yes,AGB,No,7,16,Both,Intel,i7,Windows 10
76012,4.3,No,HP,No,8,8,SSD,Intel,i5,Windows 10
55729,4.3,Yes,HP,No,8,8,HDD,Intel,i5,DOS
12999,4.4,No,LAVA,No,Not Mentioned,2,HDD,Not Metioned,Not Metioned,Windows 10
115185,4.204958677685946,No,Dell,No,8,16,SSD,Intel,i7,Windows 10
245999,4.204958677685946,No,HP,Yes,7,16,SSD,Intel,i7,Windows 10
61715,2.8,No,HP,No,7,4,HDD,Intel,i3,Windows 10
63500,4.0,Yes,HP,No,7,4,HDD,Intel,i5,Windows 10
144990,4.204958677685946,Yes,Asus,No,Not Mentioned,16,SSD,AMD,Not Metioned,Windows 10
158990,4.204958677685946,Yes,Asus,Yes,10,16,SSD,Intel,i7,Windows 10
49999,4.2,No,Dell,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
49999,4.3,No,Dell,No,10,8,SSD,Intel,i3,Windows 10
