Title,Price,Rating,Processors,RAM,OS,Storage,Display,Warranty
Avita Liber Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A8INF562-MB Thin and Light Laptop,"42,990",,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
HP Ryzen 3 Quad Core 3300U - (4 GB/1 TB HDD/Windows 10 Home) G7 245 Thin and Light Laptop,"32,390",3.9,AMD Ryzen 3 Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
ASUS Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ321T Thin and Light Laptop,"35,900",4.3,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN246P Thin and Light Laptop,"59,990",,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
ASUS Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515JA-EJ301T Laptop,"35,890",3.6,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,
ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X515MA-EJ101T Thin and Light Laptop,"26,490",3.9,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
DELL Core i5 10th Gen - (8 GB/1 TB HDD/512 GB SSD/8 GB EMMC Storage/Windows 10 Home/2 GB Graphics) INS...,"63,500",,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
HP Ryzen 5 Quad Core 3rd Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14s-dk0093AU Laptop,"55,000",,AMD Ryzen 5 Quad Core Processor (3rd Gen),8 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,
ASUS Ryzen 3 Dual Core - (4 GB/1 TB HDD/Windows 10 Home) M515DA-EJ301T Laptop,"33,400",3.4,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,"76,999",4.5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
Lenovo Yoga Slim 7 Ryzen 7 Octa Core 4800U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light ...,"76,500",5,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN228P Thin and Light Laptop,"55,990",3.6,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14S-ER0003TU Thin and Light Lapto...,"76,045",4.4,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
DELL Inspiron Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5502 Thin an...,"92,490",,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
MSI GF63 Thin Core i7 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,"79,990",4.5,Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2 Year Limited Hardware Warranty
ASUS Vivobook 15 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10 Home) X509MA-BR270T Laptop,"23,480",4.1,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inches) Display,1 Year Onsite Warranty
ASUS Vivobook 14 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X415JA-EK104T Thin and Light Lapto...,"35,590",4,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Manufacturing Warranty
HP 14s Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14s-CF3028TU Thin and Light Lapto...,"52,000",4.1,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
HP 15s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2535TU Thin and Light Laptop,"67,000",4.3,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
DELL Inspiron 3000 Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX...,"74,400",,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
DELL Inspiron 3501 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) Inspiro...,"69,190",4.4,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
Lenovo Ideapad Flex 5 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14itl05 2 in 1 Laptop,"54,500",,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty
ASUS VivoBook 14 Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) S433EA-AM503TS Th...,"65,000",,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 15I...,"72,500",4.5,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
HP Pavilion x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw0069TU 2 in 1 Laptop  with ...,"79,800",4.5,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty
Lenovo Ideapad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 Thin and Light Laptop,"45,500",4.6,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Lenovo Yoga Slim 7 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and...,"90,990",4.4,Intel Core i7 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Lenovo Ideapad Flex 5 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 2 in 1 Laptop,"48,749",4.4,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty
HP Dual Core - (4 GB/1 TB HDD/Windows 10 Home) 15s-GY0003AU Laptop,"29,999",,AMD Dual Core Processor,4 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
HP 15 Ryzen 3 Dual Core 3200U - (4 GB/1 TB HDD/Windows 10 Home) 15-db1069AU Laptop,"36,000",4.1,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
HP Envy Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics) 15-EP0142TX 2 in 1 Laptop,"1,63,000",4.6,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Touchscreen Display,1 Year Onsite Warranty
HP Pavilion Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/N...,"79,000",4.5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
Lenovo ThinkBook 14 Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Pro) ThinkBook 14 IML Thin and Ligh...,"69,999",4.3,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Lenovo Ideapad 3 Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop,"45,990",3.6,Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5406 2 in 1 ...,"76,990",,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
DELL DELL GAMING G3 SERIES Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10/4 GB Graphics/NVID...,"98,000",,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,
HP Spectre x360 Core i7 10th Gen - (16 GB + 32 GB Optane/1 TB SSD/Windows 10 Home/2 GB Graphics) 15-DF...,"1,89,990",,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Touchscreen Display,1 Year Onsite Warranty
ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin a...,"65,000",,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,DOS Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
HP Pavilion 14-ce Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ce3024TX Thin ...,"98,000",4.6,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
HP Chromebook x360 Core i3 8th Gen - (8 GB/64 GB EMMC Storage/Chrome OS) 14-da0003TU 2 in 1 Laptop,"51,297",4.3,Intel Core i3 Processor (8th Gen),8 GB DDR4 RAM,Chrome Operating System,,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty
Lenovo Thinkpad Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10) E14 Laptop,"46,000",3.7,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,
HP 15s Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15s-du2009TU Thin and Light Laptop,"43,500",4,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
HP 250 G7 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 250 G7 Thin and Light Laptop,"42,000",3.8,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
Lenovo Core i3 10th Gen - (4 GB/1 TB HDD/DOS) V14 IIL Thin and Light Laptop,"32,999",,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,DOS Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
HP 15q Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 15q-ds0015tu Laptop,"32,955",4.2,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
HP 15s Core i3 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du0093TU Thin and Light Laptop,"43,781",4.3,Intel Core i3 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
HP Pavilion Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ce1073TX Laptop,"68,900",4.5,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Lenovo THINKPAD E14 Core i5 10th Gen - (8 GB/500 GB HDD/Windows 10 Pro) E14 Business Laptop,"74,999",,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,500 GB HDD,35.56 cm (14 inch) Display,3 Years Onsite Warranty
HP 15s Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) 15s-eq0132AU Thin and Light Laptop,"66,500",4.4,AMD Ryzen 7 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
HP 15s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 15s-dr2007tx Laptop,"79,999",4.1,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
HP Pavilion 15-CS Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15-cs1000tx Laptop,"64,990",4.3,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
ASUS VivoBook Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) K413JA-EK285T Thin and Light Laptop,"60,000",,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Lenovo Ideapad C340 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) C340-14IMLd Thi...,"84,599",4.7,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty
acer NITRO 5 Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,"69,990",3.9,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inches) Display,1 Year International Travelers Warranty
Lenovo Ideapad S145 Ryzen 3 Dual Core 3200U - (4 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,"25,990",4,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
acer Swift 3X Core i7 11th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/4 GB Graphics) SF314...,"75,990",3.8,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW)
HP 14s Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14S-ER0002TU Thin and Light Laptop  with inb...,"39,990",3.7,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
acer Swift 5 Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) SF514-55TA Thin and Light ...,"64,990",4,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year International Travelers Warranty (ITW)
Avita Liber Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A8INF542-CS Thin and Light Laptop,"39,990",4.1,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
Avita Liber Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) NS14A8INR671-PAG Thin and Light Laptop,"62,990",3.6,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com)
Lenovo Yoga Slim 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and...,"66,990",4.1,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
HP 14s Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14s-er0004TU Thin and Light Laptop,"52,069",4.1,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN027P Thin and Light ...,"57,990",4.1,AMD Ryzen 7 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2 Years Onsite Warranty
DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,"37,790",,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Lenovo V15 ADA Athlon Dual Core 3250U - (4 GB/1 TB HDD/DOS) V15 ADA Laptop,"26,490",3.6,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,64 bit DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
ASUS Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Vivobook X515JA-EJ511T Laptop,"51,000",,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,Onsite Global Warranty
acer Aspire 3 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A315-57G Laptop,"47,990",3.8,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW)
ASUS Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) Vivobook Laptop,"34,590",3.9,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,
DELL G5 15 SE Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/AMD Radeon RX 5...,"86,990",3.9,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
Lenovo Ideapad 330s Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330S-15IKB Thin an...,"62,594",4,Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
ASUS ZenBook Flip 13 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX363EA-HP501TS 2 in 1 Lapto...,"94,990",,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty
HP Envy Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-ba0003tu Thin and Light Laptop,"75,890",3.8,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty
Lenovo V15 Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/DOS) V15 ADA Laptop,"28,990",3.6,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,64 bit DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
ASUS ZenBook 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX435EG-AI501TS 2 i...,"1,04,990",,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty
acer Swift 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF514-52T -59JY Thin and Light Laptop,"70,890",3.7,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW)
ASUS Pro P5 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop,"64,196",,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
HP Athlon Dual Core 3300U - (4 GB/1 TB HDD/DOS) 245 G7 Notebook,"21,999",3.6,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Laptop,"39,940",3,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
Lenovo Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Pro) V130-14IKB Notebook,"41,990",,Intel Core i3 Processor (7th Gen),4 GB DDR3 RAM,Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,
DELL Vostro Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) Vostro 3405 Thin and Light Lapto...,"30,490",3.3,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
DELL Latitude 3400 Core i3 8th Gen - (4 GB/1 TB HDD/Windows 10 Pro) Latitude 3400 Laptop,"36,890",3.7,Intel Core i3 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,"3 Years Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
DELL Inspiron Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) INSP 5406 2in1 2 in 1 Laptop,"47,350",,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Notebook,"61,190",,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV9A2HN/A,"1,13,990",4.4,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,Mac OS Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty
acer Celeron Dual Core 7th Gen - (4 GB/32 GB EMMC Storage/Chrome OS) C733 Chromebook,"20,990",3.4,Intel Celeron Dual Core Processor (7th Gen),4 GB DDR4 RAM,Chrome Operating System,,29.46 cm (11.6 inch) Display,1 Year International Travellers Warranty(ITW)
Lenovo Core i3 10th Gen - (4 GB/256 GB SSD/DOS) V14 Laptop,"31,890",2,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,DOS Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
ASUS Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515JA-EJ301T Thin and Light Laptop,"32,990",3.3,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
